Outcome_Status,Direction,Street_Name,Suffix,Code_Enforcement_Order_Status,Property_Status,Program_Designation,Date_of_Outcome,Council_District,Zip_Code,ShapeSTArea,ShapeSTLength,OBJECTID,County_Tax_ID,State_Parcel_ID,Address_Number,Structures
Repaired,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-08-02T00:00:00.000Z,2,46616,5653.042053,365.8188893,769,018-1035-1526,71-08-02-378-024.000-026,515,"House, Garage, Shed, Fence"
Repaired,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-17T00:00:00.000Z,1,46616,5451.717743,342.5649536,770,018-1075-3150,71-08-02-332-027.000-026,727,
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-05T00:00:00.000Z,1,46616,4900.841034,342.204153,771,018-1079-3305,71-08-02-330-027.000-026,729,House
Demolished,N,Walnut,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-26T00:00:00.000Z,2,46628,6050.996582,382.5377312,772,018-1050-2164,71-08-02-358-011.000-026,418,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-12T00:00:00.000Z,2,46628,6515.854858,349.3355497,773,018-2017-0494,71-08-03-426-007.000-026,806,
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-30T00:00:00.000Z,2,46628,4935.509644,323.7241071,774,018-2035-1148,71-08-03-406-010.000-026,809,
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-05T00:00:00.000Z,2,46628,5199.01535,337.744674,775,018-2031-1039,71-08-03-260-007.000-026,914,"House, Garage, Fence"
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-03T00:00:00.000Z,1,46616,5918.307526,355.9822869,776,018-1086-3673,71-08-02-186-006.000-026,908,
Repaired,S,Wellington,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-20T00:00:00.000Z,2,46619,5121.528412,337.1891164,777,018-4068-250002,71-08-09-255-017.000-026,209,"House, Fence"
Demolished,S,Illinois,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-10T00:00:00.000Z,2,46619,5229.012878,340.8837437,778,018-4117-4436,71-08-09-253-011.000-026,142,"House, Shed"
Demolished,W,Wayne,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-17T00:00:00.000Z,2,46601,9030.421844,425.6028271,779,018-3051-1966,71-08-11-255-020.000-026,725,"House, Garage, Shed, Fence
 "
Demolished,W,Wayne,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-14T00:00:00.000Z,2,46601,4352.406616,364.5700848,780,018-3051-196801,71-08-11-255-022.000-026,717,Duplex
Demolished,S,William,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-29T00:00:00.000Z,2,46601,5587.230347,326.3818445,781,018-3011-0382,71-08-11-283-003.000-026,212,
,W,Jefferson,BLVD,Demo Affirmed,Demo Process: Utility Retirements,,,,46628,5793.725281,346.5704617,782,018-4117-4422,71-08-09-252-024.000-026,3805,"House, Shed, Fence"
Repaired,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-28T00:00:00.000Z,2,46619,5188.736176,337.2414181,783,018-4069-2547,71-08-09-254-016.000-026,3806,
Repaired,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-12T00:00:00.000Z,2,46619,5215.488037,341.3484883,784,018-4060-2189,71-08-09-281-001.000-026,3220,
Repaired,,Thomas,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-08-04T00:00:00.000Z,2,46625,5789.235931,355.4312916,785,018-3074-2917,71-08-11-160-006.000-026,1222,"House, Fence"
Repaired,S,Meade,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-30T00:00:00.000Z,2,46619,4986.200653,324.2560381,786,018-4033-1160,71-08-10-180-023.000-026,204,House
Demolished,,Thomas,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-14T00:00:00.000Z,2,46625,4403.472229,323.1754394,787,018-3071-2799,71-08-11-178-002.000-026,1146,House
Repaired,,Thomas,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-17T00:00:00.000Z,2,46625,22432.35211,602.7446889,788,018-3071-2803,71-08-11-178-006.000-026,1130,"House, Rectory"
Repaired & Occupied,S,Chicago,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-28T00:00:00.000Z,2,46628,5195.133148,337.5510859,789,018-4069-253801,71-08-09-252-010.000-026,138,House
Repaired,,Thomas,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-24T00:00:00.000Z,2,46625,3835.181732,329.9940484,790,018-3074-2910,71-08-11-159-022.000-026,1203,
Demolished,,Thomas,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-03T00:00:00.000Z,2,46615,4462.29245,339.3400863,791,018-3070-2738,71-08-11-177-041.000-026,1123,
Demolished,,Hoose,CT,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-03-15T00:00:00.000Z,1,46601,6834.83725,400.7147972,792,018-3050-1952,71-08-11-255-009.000-026,725,House
,W,Jefferson,BLVD,Repair Expired - CP - Repair Hearing No Show,,,,2,46625,6734.139862,399.2455804,793,018-3050-1955,71-08-11-255-012.000-026,718,House
Repaired,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-11-21T00:00:00.000Z,2,46601,1639.563049,161.9866759,794,018-3010-0329,71-08-11-278-017.000-026,509,
Repaired & Occupied,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-08-25T00:00:00.000Z,2,46601,4876.358612,348.9268607,795,018-3071-2780,71-08-11-176-033.000-026,1129,"House, Garage"
,N,Carlisle,ST,Demo Affirmed,Demo Process: Utility Retirements,,,,46628,3396.411987,247.9337358,796,018-2021-0646,71-08-10-209-008.000-026,110,House
Demolished,,Chestnut,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-04-11T00:00:00.000Z,2,46625,6016.91098,341.3933561,797,018-3076-3038,71-08-11-154-008.000-026,218,"House, Carport, Fence, Antenna
 "
,,Chestnut,ST,Executive Agreement,Repairs Pending,,,2,46625,5849.99646,335.7232017,798,018-3076-3017,71-08-11-153-021.000-026,219,"House, Fence"
Repaired,,Cherry,ST,Repair Expired - CP - Repair Hearing No Show,,,2014-05-22T00:00:00.000Z,2,46625,4900.43573,323.5064262,799,018-3075-2966,71-08-11-151-007.000-026,112,House
Demolished,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-14T00:00:00.000Z,2,46601,6224.160919,339.9928892,800,018-3072-2846,71-08-11-158-006.000-026,1225,"House, Garage, Fences"
,N,Illinois,ST,Executive Agreement,Repairs Pending,,,2,46619,5760.31073,347.8934979,801,018-4116-4387,71-08-09-206-005.000-026,130,"House, Garage, Fence"
Repaired,N,Meade,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-21T00:00:00.000Z,2,46619,5006.520142,323.3342358,802,018-4030-1060,71-08-10-180-008.000-026,102,"House, Garage"
Repaired,S,Sheridan,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-06-01T00:00:00.000Z,6,46619,5611.953918,334.3761834,803,018-4122-4682,71-08-09-180-005.000-026,120,House
,S,Illinois,ST,Repair Expired - CP - Repair Hearing No Show,,,,2,46619,5197.959839,337.6900991,804,018-4069-253301,71-08-09-252-016.000-026,113,"House, Fence"
Repaired,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-10-29T00:00:00.000Z,2,46601,5328.48703,352.1606076,805,018-3068-2620,71-08-11-177-020.000-026,1032,House
Demolished,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-05T00:00:00.000Z,2,46601,5634.399689,356.439579,806,018-3068-2621,71-08-11-177-021.000-026,1030,
Demolished,N,Walnut,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-21T00:00:00.000Z,2,46628,4284.722931,285.2789637,807,018-1045-1925,71-08-11-106-010.000-026,141,House
Demolished,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-02-06T00:00:00.000Z,2,46625,2455.439697,198.4450002,808,018-3072-2844,71-08-11-158-004.000-026,1237,"House, Fence"
Repaired,S,Meade,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-10-10T00:00:00.000Z,2,46619,4942.443207,322.6157288,809,018-4031-1094,71-08-10-180-012.000-026,110,House
Repaired,W,Washington,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-18T00:00:00.000Z,2,46619,7383.378387,362.9233263,810,018-4122-4678,71-08-09-180-001.000-026,3918,
Repaired,N,Edison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-07T00:00:00.000Z,2,46619,6810.408844,363.1129934,811,018-4110-4073,71-08-09-128-022.000-026,116,
Repaired,N,Edison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-09T00:00:00.000Z,2,46619,6802.644257,362.254781,812,018-4110-4075,71-08-09-128-020.000-026,126,"House, Garage"
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-01-30T00:00:00.000Z,2,46628,4595.226379,320.6473423,813,018-2009-0112,71-08-03-476-002.000-026,606,House
Demolished,,Florence,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-18T00:00:00.000Z,2,46628,4158.254761,322.4766809,814,018-2010-0151,71-08-03-488-004.000-026,1810,
Demolished,,Florence,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,2,46628,4393.416168,326.3082628,815,018-2010-0155,71-08-03-488-005.000-026,1808,
Repaired,,Studebaker,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-21T00:00:00.000Z,2,46628,6147.812012,382.5484361,816,018-1050-2139,71-08-02-357-023.000-026,322,
Demolished,,Florence,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,2,46628,4193.740936,323.5919311,817,018-2010-0159,71-08-03-488-006.000-026,1802,
Repaired,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-01-04T00:00:00.000Z,2,46628,5315.586182,339.3989852,818,018-2068-2494,71-08-03-383-010.000-026,2531,House
Repaired,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-14T00:00:00.000Z,2,46616,5069.829895,306.835371,819,018-1036-1570,71-08-02-377-026.000-026,611,
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-06-21T00:00:00.000Z,2,46628,9787.317413,398.1114182,820,018-2025-0812,71-08-03-455-026.000-026,309,"House, Shed"
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46616,4325.134766,310.5283943,821,018-1030-1347,71-08-02-460-016.000-026,915,House
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-06T00:00:00.000Z,2,46616,7163.158386,359.8936519,822,018-1030-1346,71-08-02-460-015.000-026,921,House
Demolished,,Bertrand,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-10T00:00:00.000Z,2,46628,5100.479584,337.4299919,823,018-2067-2478,71-08-03-382-002.000-026,2526,House
Repaired,N,Olive,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-02-04T00:00:00.000Z,2,46628,3450.127472,274.021407,824,018-2030-0994,71-08-03-453-001.000-026,422,"House, Garage, Fence"
Repaired,,Bertrand,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-11-09T00:00:00.000Z,2,46628,8869.284363,400.8192363,825,018-2030-1001,71-08-03-453-008.000-026,2310,"House, Garage"
Repaired,,Roger,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-18T00:00:00.000Z,2,46628,4317.704956,332.4601563,826,018-2029-0946,71-08-03-451-024.000-026,2229,"House, Fence"
Demolished,W,Navarre,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-25T00:00:00.000Z,1,46616,2860.321899,281.7281447,827,018-1018-0733,71-08-02-432-015.000-026,513,
Repaired,W,Navarre,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-14T00:00:00.000Z,1,46616,2669.989288,279.2504714,828,018-1018-0732,71-08-02-432-016.000-026,511,
Demolished,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-07T00:00:00.000Z,2,46601,9860.850952,497.6810449,829,018-1041-1800,71-08-11-135-016.000-026,1028,"House, Multi-Unit, Garage, Fence"
Demolished,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46619,4383.580231,292.7677127,830,018-4029-1035,71-08-10-135-006.000-026,2606,"House, Garage"
Demolished,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-17T00:00:00.000Z,2,46616,1678.144165,163.990803,831,018-1045-193601,71-08-11-107-013.000-026,1306,House
Demolished,W,Garden,PL,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Fire Property - 2017,2017-10-03T00:00:00.000Z,2,46619,6421.217407,370.9145979,832,018-4109-4026,71-08-09-129-019.000-026,4007,House
Demolished,,Elm,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-02-06T00:00:00.000Z,2,46616,3496.182709,324.1172548,833,018-1040-1761,71-08-11-135-043.000-026,118,House
Repaired,N,St. Louis,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-03-22T00:00:00.000Z,4,46617,5289.004425,394.5614592,834,018-5015-0505,71-08-12-209-015.000-026,110,"House, Fence"
Demolished,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-22T00:00:00.000Z,2,46616,4823.164337,299.5293189,835,018-1040-1757,71-08-11-135-009.000-026,1102,
Demolished,,Studebaker,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-10T00:00:00.000Z,2,46628,3723.758423,286.8266403,836,018-1048-2071,71-08-11-103-029.000-026,137,"House, Fence"
Repaired,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-12T00:00:00.000Z,2,46601,9521.043243,493.3326403,837,018-1042-1834,71-08-11-135-021.000-026,1012,
Repaired,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-03T00:00:00.000Z,2,46601,8357.536102,475.7089745,838,018-1025-1080,71-08-11-205-015.000-026,816,
,N,Kenmore,ST,Executive Agreement,Repairs Pending,,,2,46619,5214.084045,337.9415211,839,018-4115-4337,71-08-09-204-031.000-026,205,"House, Shed"
Demolished,,Sadie,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,2,46628,3827.5354,297.3415909,840,018-2023-0716,71-08-10-209-017.000-026,115,"House, Antenna"
Demolished,N,Illinois,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-10T00:00:00.000Z,2,46619,6080.025757,352.2866153,841,018-4067-247301,71-08-09-202-030.000-026,205,House
Demolished,,Sadie,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-14T00:00:00.000Z,2,46628,3993.836243,308.0461177,842,018-2023-0717,71-08-10-210-007.000-026,114,"House, Garage, Fence"
Repaired,,Birdsell,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-10-29T00:00:00.000Z,2,46628,5901.974152,331.5860787,843,018-1048-2049,71-08-11-102-004.000-026,135,House
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-14T00:00:00.000Z,2,46628,3516.44458,275.8796276,844,018-2020-0601,71-08-10-211-005.000-026,126,"House, Fence"
Repaired,,Sadie,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-10-21T00:00:00.000Z,2,46628,3975.924408,307.6338667,845,018-2023-0711,71-08-10-210-004.000-026,128,
Demolished,N,Wellington,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-16T00:00:00.000Z,2,46619,5723.802856,349.1598006,846,018-4115-4313,71-08-09-203-021.000-026,245,"House, Fence"
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-01-23T00:00:00.000Z,2,46628,5918.081116,349.7581725,847,018-2033-1090,71-08-03-409-001.000-026,758,"House, Garage"
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46616,6410.830322,355.1313382,848,018-1070-2975,71-08-02-407-006.000-026,748,
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-30T00:00:00.000Z,1,46616,6739.874298,367.9192476,849,018-1076-3181,71-08-02-331-029.000-026,731,
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-18T00:00:00.000Z,1,46628,6266.332703,412.3919163,850,018-2073-2694,71-08-03-428-008.000-026,1631,"House, Garage"
Repaired,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-26T00:00:00.000Z,2,46616,8884.738342,442.4653408,851,018-1041-1784,71-08-11-133-011.000-026,1029,"House, Shed, Wall"
Demolished,N,Illinois,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-15T00:00:00.000Z,2,46619,5570.703583,343.1313389,852,018-4115-4293,71-08-09-203-009.000-026,234,
Demolished,N,Walnut,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-09T00:00:00.000Z,2,46628,4795.384583,316.3560391,853,018-1046-2006,71-08-11-105-046.000-026,211,
Repaired,N,Sheridan,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-04T00:00:00.000Z,2,46619,5711.576599,336.660359,854,018-4108-3979,71-08-09-130-008.000-026,228,"House, Garage"
Demolished,,Sibley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-06T00:00:00.000Z,2,46628,4143.764923,320.0097883,855,018-2012-0275,71-08-03-482-005.000-026,1713,
Repaired,,Bertrand,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-02-10T00:00:00.000Z,2,46628,5950.978455,354.3497612,856,018-2028-0914,71-08-03-457-017.000-026,2105,"House
 "
Demolished,N,Walnut,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-14T00:00:00.000Z,2,46628,6162.874084,386.0169314,857,018-1050-2176,71-08-02-358-023.000-026,306,House
Demolished,,Fassnacht,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-13T00:00:00.000Z,2,46628,4504.859802,331.3347774,858,018-2013-0305,71-08-03-483-004.000-026,1632,"House, Shed, Fence, Carport"
Repaired,,Fassnacht,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-12-14T00:00:00.000Z,2,46628,4453.520386,330.7350269,859,018-2013-0312,71-08-03-483-006.000-026,1628,House
Demolished,,Fassnacht,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-10T00:00:00.000Z,2,46628,4310.007843,328.5622986,860,018-2013-0327,71-08-03-483-010.000-026,1614,House
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-05T00:00:00.000Z,2,46628,4700.433075,321.1540331,861,018-1039-1727,71-08-02-311-007.000-026,662,Multi-unit
Repaired,,Roger,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-10-11T00:00:00.000Z,2,46619,4191.992737,290.6255342,862,018-2223-8294,71-08-05-451-012.000-026,5202,House
Repaired,N,Albert,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-28T00:00:00.000Z,6,46619,6207.276062,355.0638501,863,018-4110-4051,71-08-09-128-030.000-026,229,House
Repaired,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-10T00:00:00.000Z,2,46628,3240.244049,253.521938,864,018-2025-0792,71-08-03-455-020.000-026,2307,House
Repaired,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-30T00:00:00.000Z,2,46628,3380.607574,256.755717,865,018-2025-0795,71-08-03-455-021.000-026,2227,House
Demolished,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-30T00:00:00.000Z,2,46628,3384.272339,256.9778143,866,018-2025-0801,71-08-03-455-023.000-026,2221,
Repaired,,LaPorte,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-04T00:00:00.000Z,2,46616,4202.762695,299.151504,867,018-1033-1425,71-08-02-381-011.000-026,420,"House, Garage, Shed"
Repaired,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-08-02T00:00:00.000Z,2,46616,5287.121613,343.9600183,868,018-1033-1450,71-08-02-384-009.000-026,1020,
Repaired,,LaPorte,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-14T00:00:00.000Z,2,46628,4570.315704,308.2988916,869,018-1039-1687,71-08-02-308-011.000-026,726,
Repaired,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-10-24T00:00:00.000Z,1,46628,4377.613647,333.5941763,870,018-1080-3375,71-08-02-330-012.000-026,726,House
Repaired & Occupied,,LaPorte,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-26T00:00:00.000Z,2,46628,7082.220184,500.3842729,871,018-1041-1777,71-08-11-133-003.000-026,229,Duplex
Demolished,,Seebirt,PL,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-10T00:00:00.000Z,2,46601,2929.75174,225.304481,872,018-1027-1200,71-08-11-203-010.000-026,219,House
Repaired,N,Taylor,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-07-26T00:00:00.000Z,2,46601,2581.670471,203.4231885,873,018-1024-1022,71-08-11-228-017.000-026,227,Duplex
Repaired,,Linden,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-04-28T00:00:00.000Z,2,46628,2568.541534,208.9560593,874,018-1046-1980,71-08-11-105-017.000-026,1310,"House, Fence"
Demolished,,Florence,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-03T00:00:00.000Z,2,46628,4295.39032,326.6520199,875,018-2011-0217,71-08-03-486-021.000-026,1619,
Demolished,,Florence,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-03T00:00:00.000Z,2,46628,4181.312347,324.902049,876,018-2011-0221,71-08-03-486-022.000-026,1615,
Demolished,,Florence,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-22T00:00:00.000Z,2,46628,4297.095032,326.1278897,877,018-2011-0233,71-08-03-486-025.000-026,1607,
Repaired,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2018-01-11T00:00:00.000Z,2,46628,3160.044434,258.2941462,878,018-1031-1358,71-08-02-376-054.000-026,509,House
Demolished,N,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-03-15T00:00:00.000Z,2,46628,5659.492004,338.06917,879,018-2009-0114,71-08-03-476-003.000-026,602,"House, Garage"
Demolished,,Birdsell,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-01-16T00:00:00.000Z,2,46628,5803.309692,377.0162662,880,018-1049-2104,71-08-02-356-015.000-026,332,"House, Garage, Fence"
Demolished,W,Oak,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-16T00:00:00.000Z,2,46616,3953.30069,290.5517338,881,018-1028-1233,71-08-02-457-007.000-026,819,
Demolished,,Fassnacht,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,2,46628,3849.912292,294.322244,882,018-2013-0306,71-08-03-479-018.000-026,1631,
Repaired,,Fassnacht,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,2,46628,3665.674469,290.3486943,883,018-2013-0324,71-08-03-479-023.000-026,1615,
Demolished,,Fassnacht,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,2,46628,3722.834747,291.3626651,884,018-2013-0328,71-08-03-479-024.000-026,1613,House
Repaired,N,Walnut,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-08-15T00:00:00.000Z,2,46628,5390.859375,338.8975228,885,018-1037-1615,71-08-02-354-009.000-026,612,House
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-09-25T00:00:00.000Z,2,46628,7081.069641,384.631631,886,018-2036-1202,71-08-03-413-011.000-026,619,House
Repaired,,Longley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-21T00:00:00.000Z,2,46628,5271.876678,335.3507909,887,018-2037-1271,71-08-03-451-008.000-026,2306,
Repaired,,Longley,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-09-26T00:00:00.000Z,2,46628,5513.497314,338.3897822,888,018-2037-1275,71-08-03-451-012.000-026,2222,
,,Frederickson,ST,Demo Affirmed w/CP,Demo Process: Utility Retirements,,,2,46628,4794.005737,318.9399048,889,018-2035-1161,71-08-03-411-001.000-026,2020,"House, Garage, Fence, Retaining Wall"
Repaired,,Westmoor,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-08-12T00:00:00.000Z,2,46628,4975.141785,320.6601973,890,018-2063-2323,71-08-03-329-018.000-026,2513,
Demolished,,LaSalle,CT,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-31T00:00:00.000Z,2,46616,2242.128204,190.6202237,891,018-1043-1862,71-08-11-131-004.000-026,1042,House
Repaired,N,Illinois,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-28T00:00:00.000Z,2,46619,5429.066742,344.6421289,892,018-4115-4281,71-08-09-202-018.000-026,253,
Repaired,N,Illinois,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-26T00:00:00.000Z,2,46619,5311.345825,336.92377,893,018-4115-4299,71-08-09-203-003.000-026,258,
